0.680545,0.572152,1,1,0.425653,0.413903,1,0
0.737446,0.553689,-1,1,0.450377,0.374388,1,1
0.678363,0.364355,1,1,0.425495,0.414024,4,1
0.489197,0.354284,1,1,0.425653,0.413903,1,2
0.470734,0.350759,-1,1,0.450377,0.374388,1,2
0.473587,0.410514,1,1,0.42529,0.414314,1,3
0.580003,0.568628,1,1,0.437253,0.382535,1,4
0.737446,0.533211,1,1,0.425434,0.414223,1,4
0.667956,0.362845,1,1,0.425495,0.414024,4,5
0.485001,0.35227,1,1,0.425653,0.413903,1,5
0.473419,0.351934,-1,1,0.450377,0.374388,1,6
0.47644,0.46154,1,1,0.42529,0.414314,1,6
0.654192,0.571817,1,1,0.437253,0.382535,1,7
0.73006,0.453651,1,1,0.425495,0.414024,4,7
0.556504,0.357977,1,1,0.425845,0.413753,4,8
0.474258,0.351095,1,1,0.425653,0.413903,1,8
0.472244,0.357641,-1,1,0.450377,0.374388,1,9
0.482819,0.528679,1,1,0.42529,0.414314,1,10
0.706897,0.55285,1,1,0.437253,0.382535,1,10
0.693301,0.368719,1,1,0.425495,0.414024,4,11
0.488526,0.35462,1,-1,0.242403,0.603069,1,11
0.699176,0.359991,1,1,0.426016,0.413567,4,12
0.63019,0.359488,1,1,0.425393,0.414102,4,12
0.485504,0.352438,1,1,0.425684,0.413871,1,13
0.475098,0.352606,1,1,0.42568,0.413876,1,13
0.47644,0.35932,1,1,0.425684,0.413871,1,14
0.491043,0.547814,1,1,0.42568,0.413875,1,15
0.704044,0.563088,1,1,0.425684,0.413871,1,15
0.719654,0.392218,1,1,0.413316,0.431069,4,16
0.498596,0.357641,1,1,0.425684,0.413871,1,16
0.473251,0.350927,1,1,0.413316,0.431069,1,17
0.470901,0.356634,1,1,0.426536,0.413,1,17
0.480973,0.509377,1,1,0.433398,0.406074,1,18
0.670642,0.561578,1,1,0.425262,0.414235,1,18
0.717975,0.438545,1,1,0.425684,0.413871,4,19
0.536362,0.360159,1,1,0.434696,0.400632,4,19
0.475266,0.351767,1,1,0.425684,0.413871,1,20
0.472244,0.356802,1,1,0.413316,0.431069,1,20
0.478622,0.490074,1,1,0.426536,0.413,1,21
0.661914,0.561578,1,1,0.433398,0.406074,1,21
0.735264,0.474968,1,1,0.425684,0.413871,4,22
0.586046,0.360662,1,1,0.434696,0.400632,4,23
0.478119,0.351934,1,1,0.425684,0.413871,1,23
0.469391,0.350927,1,1,0.413316,0.431069,1,24
0.478119,0.434684,1,1,0.426536,0.413,1,24
0.548783,0.5458,1,1,0.433398,0.406074,1,25
0.722675,0.531701,1,1,0.425262,0.414235,1,25
0.671481,0.363348,1,1,0.425684,0.413871,4,26
0.487519,0.353948,1,1,0.425684,0.413871,1,26
0.473419,0.351934,1,1,0.413316,0.431069,1,27
0.470734,0.357138,1,1,0.426536,0.413,1,27
0.480133,0.508538,1,1,0.433398,0.406074,1,28
0.656039,0.562921,1,1,0.425262,0.414235,1,28
0.721836,0.488396,1,1,0.421171,0.417757,1,29
0.628344,0.361334,1,1,0.425684,0.413871,4,29
0.480469,0.35227,1,1,0.425684,0.413871,1,30
0.472412,0.35227,1,1,0.413316,0.431069,1,31
0.47493,0.396246,1,1,0.426536,0.413,1,31
0.52562,0.549493,1,1,0.433398,0.406074,1,32
0.702197,0.536736,1,1,0.425262,0.414235,1,32
0.694309,0.376608,1,1,0.425684,0.413871,4,33
0.505646,0.358145,1,1,0.425684,0.413871,1,33
0.475601,0.352102,1,1,0.413316,0.431069,1,34
0.471909,0.355963,1,1,0.426536,0.413,1,34
0.47644,0.465568,1,1,0.433398,0.406074,1,35
0.61072,0.570306,1,1,0.425262,0.414235,1,35
0.724689,0.523308,1,1,0.421171,0.417757,1,36
0.674167,0.363684,1,1,0.425684,0.413871,4,36
0.48584,0.353277,1,1,0.425684,0.413871,1,37
0.473587,0.352438,1,1,0.413316,0.431069,1,37
0.473755,0.358145,1,1,0.426536,0.413,1,38
0.482315,0.526833,1,1,0.433398,0.406074,1,39
0.671481,0.554193,1,1,0.425262,0.414235,1,39
0.713779,0.451133,1,1,0.425684,0.413871,4,40
0.615084,0.362509,1,1,0.434696,0.400632,4,40
0.480301,0.35227,1,1,0.425684,0.413871,1,41
0.472748,0.352606,1,1,0.413316,0.431069,1,41
0.472412,0.397589,1,1,0.426536,0.413,1,42
0.499268,0.546807,1,1,0.433398,0.406074,1,42
0.71445,0.562753,1,1,0.425262,0.414235,1,43
0.725696,0.407157,1,1,0.425684,0.413871,4,43
0.525116,0.35848,1,1,0.434696,0.400632,4,44
0.477448,0.352438,1,1,0.425684,0.413871,1,44
0.471069,0.351934,1,1,0.413316,0.431069,1,45
0.472916,0.399771,1,1,0.426536,0.413,1,45
0.52092,0.556375,1,1,0.433398,0.406074,1,46
0.698169,0.551171,1,1,0.425262,0.414235,1,47
0.723346,0.40615,1,1,0.425684,0.413871,4,47
0.532502,0.358984,1,1,0.434696,0.400632,4,48
0.477448,0.35227,1,1,0.425684,0.413871,1,48
0.469391,0.350927,1,1,0.413316,0.431069,1,49
0.477448,0.434013,1,1,0.426536,0.413,1,49
0.557847,0.562585,1,1,0.433398,0.406074,1,50
0.700687,0.538918,1,1,0.425262,0.414235,1,50
0.718479,0.383658,1,1,0.425684,0.413871,4,51
0.529984,0.358145,1,1,0.434696,0.400632,4,51
0.476944,0.352102,1,1,0.425684,0.413871,1,52
0.470566,0.351431,1,1,0.413316,0.431069,1,52
0.473923,0.406485,1,1,0.426536,0.413,1,53
0.505814,0.552682,1,1,0.433398,0.406074,1,53
